tag,climate_year,gas_price,co2_price,battery_scale,load_scale,ntc_scale,battery_duration,nuclear_scale,battery_extendable,matrix,scenario_id,output_file,status
bat4x_gas22.68_co2_140_cy2012_dur3x,2012,22.68,140.0,4,1.0,1.0,3,1.0,False,core,378,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat4x_gas22.68_co2_140_cy2012_dur3x.nc,pending
bat4x_gas22.68_co2_140_cy2012_dur4x,2012,22.68,140.0,4,1.0,1.0,4,1.0,False,core,379,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat4x_gas22.68_co2_140_cy2012_dur4x.nc,pending
bat8x_gas22.68_co2_140_cy2012_dur1x,2012,22.68,140.0,8,1.0,1.0,1,1.0,False,core,380,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat8x_gas22.68_co2_140_cy2012_dur1x.nc,pending
bat8x_gas22.68_co2_140_cy2012_dur2x,2012,22.68,140.0,8,1.0,1.0,2,1.0,False,core,381,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat8x_gas22.68_co2_140_cy2012_dur2x.nc,pending
bat8x_gas22.68_co2_140_cy2012_dur3x,2012,22.68,140.0,8,1.0,1.0,3,1.0,False,core,382,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat8x_gas22.68_co2_140_cy2012_dur3x.nc,pending
bat8x_gas22.68_co2_140_cy2012_dur4x,2012,22.68,140.0,8,1.0,1.0,4,1.0,False,core,383,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat8x_gas22.68_co2_140_cy2012_dur4x.nc,pending
bat1x_gas35_co2_80_cy2012_dur1x,2012,35.0,80.0,1,1.0,1.0,1,1.0,False,core,384,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat1x_gas35_co2_80_cy2012_dur1x.nc,pending
bat1x_gas35_co2_80_cy2012_dur2x,2012,35.0,80.0,1,1.0,1.0,2,1.0,False,core,385,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat1x_gas35_co2_80_cy2012_dur2x.nc,pending
bat1x_gas35_co2_80_cy2012_dur3x,2012,35.0,80.0,1,1.0,1.0,3,1.0,False,core,386,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat1x_gas35_co2_80_cy2012_dur3x.nc,pending
bat1x_gas35_co2_80_cy2012_dur4x,2012,35.0,80.0,1,1.0,1.0,4,1.0,False,core,387,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat1x_gas35_co2_80_cy2012_dur4x.nc,pending
bat2x_gas35_co2_80_cy2012_dur1x,2012,35.0,80.0,2,1.0,1.0,1,1.0,False,core,388,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat2x_gas35_co2_80_cy2012_dur1x.nc,pending
bat2x_gas35_co2_80_cy2012_dur2x,2012,35.0,80.0,2,1.0,1.0,2,1.0,False,core,389,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat2x_gas35_co2_80_cy2012_dur2x.nc,pending
bat2x_gas35_co2_80_cy2012_dur3x,2012,35.0,80.0,2,1.0,1.0,3,1.0,False,core,390,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat2x_gas35_co2_80_cy2012_dur3x.nc,pending
bat2x_gas35_co2_80_cy2012_dur4x,2012,35.0,80.0,2,1.0,1.0,4,1.0,False,core,391,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat2x_gas35_co2_80_cy2012_dur4x.nc,pending
bat4x_gas35_co2_80_cy2012_dur1x,2012,35.0,80.0,4,1.0,1.0,1,1.0,False,core,392,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat4x_gas35_co2_80_cy2012_dur1x.nc,pending
bat4x_gas35_co2_80_cy2012_dur2x,2012,35.0,80.0,4,1.0,1.0,2,1.0,False,core,393,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat4x_gas35_co2_80_cy2012_dur2x.nc,pending
bat4x_gas35_co2_80_cy2012_dur3x,2012,35.0,80.0,4,1.0,1.0,3,1.0,False,core,394,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat4x_gas35_co2_80_cy2012_dur3x.nc,pending
bat4x_gas35_co2_80_cy2012_dur4x,2012,35.0,80.0,4,1.0,1.0,4,1.0,False,core,395,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat4x_gas35_co2_80_cy2012_dur4x.nc,pending
bat8x_gas35_co2_80_cy2012_dur1x,2012,35.0,80.0,8,1.0,1.0,1,1.0,False,core,396,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat8x_gas35_co2_80_cy2012_dur1x.nc,pending
bat8x_gas35_co2_80_cy2012_dur2x,2012,35.0,80.0,8,1.0,1.0,2,1.0,False,core,397,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat8x_gas35_co2_80_cy2012_dur2x.nc,pending
bat8x_gas35_co2_80_cy2012_dur3x,2012,35.0,80.0,8,1.0,1.0,3,1.0,False,core,398,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat8x_gas35_co2_80_cy2012_dur3x.nc,pending
bat8x_gas35_co2_80_cy2012_dur4x,2012,35.0,80.0,8,1.0,1.0,4,1.0,False,core,399,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat8x_gas35_co2_80_cy2012_dur4x.nc,pending
bat1x_gas35_co2_113.4_cy2012_dur1x,2012,35.0,113.4,1,1.0,1.0,1,1.0,False,core,400,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat1x_gas35_co2_113.4_cy2012_dur1x.nc,pending
bat1x_gas35_co2_113.4_cy2012_dur2x,2012,35.0,113.4,1,1.0,1.0,2,1.0,False,core,401,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat1x_gas35_co2_113.4_cy2012_dur2x.nc,pending
bat1x_gas35_co2_113.4_cy2012_dur3x,2012,35.0,113.4,1,1.0,1.0,3,1.0,False,core,402,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat1x_gas35_co2_113.4_cy2012_dur3x.nc,pending
bat1x_gas35_co2_113.4_cy2012_dur4x,2012,35.0,113.4,1,1.0,1.0,4,1.0,False,core,403,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat1x_gas35_co2_113.4_cy2012_dur4x.nc,pending
bat2x_gas35_co2_113.4_cy2012_dur1x,2012,35.0,113.4,2,1.0,1.0,1,1.0,False,core,404,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat2x_gas35_co2_113.4_cy2012_dur1x.nc,pending
bat2x_gas35_co2_113.4_cy2012_dur2x,2012,35.0,113.4,2,1.0,1.0,2,1.0,False,core,405,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat2x_gas35_co2_113.4_cy2012_dur2x.nc,pending
bat2x_gas35_co2_113.4_cy2012_dur3x,2012,35.0,113.4,2,1.0,1.0,3,1.0,False,core,406,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat2x_gas35_co2_113.4_cy2012_dur3x.nc,pending
bat2x_gas35_co2_113.4_cy2012_dur4x,2012,35.0,113.4,2,1.0,1.0,4,1.0,False,core,407,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat2x_gas35_co2_113.4_cy2012_dur4x.nc,pending
bat4x_gas35_co2_113.4_cy2012_dur1x,2012,35.0,113.4,4,1.0,1.0,1,1.0,False,core,408,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat4x_gas35_co2_113.4_cy2012_dur1x.nc,pending
bat4x_gas35_co2_113.4_cy2012_dur2x,2012,35.0,113.4,4,1.0,1.0,2,1.0,False,core,409,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat4x_gas35_co2_113.4_cy2012_dur2x.nc,pending
bat4x_gas35_co2_113.4_cy2012_dur3x,2012,35.0,113.4,4,1.0,1.0,3,1.0,False,core,410,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat4x_gas35_co2_113.4_cy2012_dur3x.nc,pending
bat4x_gas35_co2_113.4_cy2012_dur4x,2012,35.0,113.4,4,1.0,1.0,4,1.0,False,core,411,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat4x_gas35_co2_113.4_cy2012_dur4x.nc,pending
bat8x_gas35_co2_113.4_cy2012_dur1x,2012,35.0,113.4,8,1.0,1.0,1,1.0,False,core,412,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat8x_gas35_co2_113.4_cy2012_dur1x.nc,pending
bat8x_gas35_co2_113.4_cy2012_dur2x,2012,35.0,113.4,8,1.0,1.0,2,1.0,False,core,413,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat8x_gas35_co2_113.4_cy2012_dur2x.nc,pending
bat8x_gas35_co2_113.4_cy2012_dur3x,2012,35.0,113.4,8,1.0,1.0,3,1.0,False,core,414,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat8x_gas35_co2_113.4_cy2012_dur3x.nc,pending
bat8x_gas35_co2_113.4_cy2012_dur4x,2012,35.0,113.4,8,1.0,1.0,4,1.0,False,core,415,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat8x_gas35_co2_113.4_cy2012_dur4x.nc,pending
bat1x_gas35_co2_140_cy2012_dur1x,2012,35.0,140.0,1,1.0,1.0,1,1.0,False,core,416,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat1x_gas35_co2_140_cy2012_dur1x.nc,pending
bat1x_gas35_co2_140_cy2012_dur2x,2012,35.0,140.0,1,1.0,1.0,2,1.0,False,core,417,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat1x_gas35_co2_140_cy2012_dur2x.nc,pending
bat1x_gas35_co2_140_cy2012_dur3x,2012,35.0,140.0,1,1.0,1.0,3,1.0,False,core,418,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat1x_gas35_co2_140_cy2012_dur3x.nc,pending
bat1x_gas35_co2_140_cy2012_dur4x,2012,35.0,140.0,1,1.0,1.0,4,1.0,False,core,419,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat1x_gas35_co2_140_cy2012_dur4x.nc,pending
bat2x_gas35_co2_140_cy2012_dur1x,2012,35.0,140.0,2,1.0,1.0,1,1.0,False,core,420,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat2x_gas35_co2_140_cy2012_dur1x.nc,pending
bat2x_gas35_co2_140_cy2012_dur2x,2012,35.0,140.0,2,1.0,1.0,2,1.0,False,core,421,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat2x_gas35_co2_140_cy2012_dur2x.nc,pending
bat2x_gas35_co2_140_cy2012_dur3x,2012,35.0,140.0,2,1.0,1.0,3,1.0,False,core,422,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat2x_gas35_co2_140_cy2012_dur3x.nc,pending
bat2x_gas35_co2_140_cy2012_dur4x,2012,35.0,140.0,2,1.0,1.0,4,1.0,False,core,423,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat2x_gas35_co2_140_cy2012_dur4x.nc,pending
bat4x_gas35_co2_140_cy2012_dur1x,2012,35.0,140.0,4,1.0,1.0,1,1.0,False,core,424,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat4x_gas35_co2_140_cy2012_dur1x.nc,pending
bat4x_gas35_co2_140_cy2012_dur2x,2012,35.0,140.0,4,1.0,1.0,2,1.0,False,core,425,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat4x_gas35_co2_140_cy2012_dur2x.nc,pending
bat4x_gas35_co2_140_cy2012_dur3x,2012,35.0,140.0,4,1.0,1.0,3,1.0,False,core,426,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat4x_gas35_co2_140_cy2012_dur3x.nc,pending
bat4x_gas35_co2_140_cy2012_dur4x,2012,35.0,140.0,4,1.0,1.0,4,1.0,False,core,427,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat4x_gas35_co2_140_cy2012_dur4x.nc,pending
bat8x_gas35_co2_140_cy2012_dur1x,2012,35.0,140.0,8,1.0,1.0,1,1.0,False,core,428,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat8x_gas35_co2_140_cy2012_dur1x.nc,pending
bat8x_gas35_co2_140_cy2012_dur2x,2012,35.0,140.0,8,1.0,1.0,2,1.0,False,core,429,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat8x_gas35_co2_140_cy2012_dur2x.nc,pending
bat8x_gas35_co2_140_cy2012_dur3x,2012,35.0,140.0,8,1.0,1.0,3,1.0,False,core,430,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat8x_gas35_co2_140_cy2012_dur3x.nc,pending
bat8x_gas35_co2_140_cy2012_dur4x,2012,35.0,140.0,8,1.0,1.0,4,1.0,False,core,431,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat8x_gas35_co2_140_cy2012_dur4x.nc,pending
