tag,climate_year,gas_price,co2_price,battery_scale,load_scale,ntc_scale,battery_duration,nuclear_scale,battery_extendable,matrix,scenario_id,output_file,status
bat8x_gas35_co2_113.4_cy2009_dur3x,2009,35.0,113.4,8,1.0,1.0,3,1.0,False,core,270,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat8x_gas35_co2_113.4_cy2009_dur3x.nc,pending
bat8x_gas35_co2_113.4_cy2009_dur4x,2009,35.0,113.4,8,1.0,1.0,4,1.0,False,core,271,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat8x_gas35_co2_113.4_cy2009_dur4x.nc,pending
bat1x_gas35_co2_140_cy2009_dur1x,2009,35.0,140.0,1,1.0,1.0,1,1.0,False,core,272,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat1x_gas35_co2_140_cy2009_dur1x.nc,pending
bat1x_gas35_co2_140_cy2009_dur2x,2009,35.0,140.0,1,1.0,1.0,2,1.0,False,core,273,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat1x_gas35_co2_140_cy2009_dur2x.nc,pending
bat1x_gas35_co2_140_cy2009_dur3x,2009,35.0,140.0,1,1.0,1.0,3,1.0,False,core,274,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat1x_gas35_co2_140_cy2009_dur3x.nc,pending
bat1x_gas35_co2_140_cy2009_dur4x,2009,35.0,140.0,1,1.0,1.0,4,1.0,False,core,275,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat1x_gas35_co2_140_cy2009_dur4x.nc,pending
bat2x_gas35_co2_140_cy2009_dur1x,2009,35.0,140.0,2,1.0,1.0,1,1.0,False,core,276,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat2x_gas35_co2_140_cy2009_dur1x.nc,pending
bat2x_gas35_co2_140_cy2009_dur2x,2009,35.0,140.0,2,1.0,1.0,2,1.0,False,core,277,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat2x_gas35_co2_140_cy2009_dur2x.nc,pending
bat2x_gas35_co2_140_cy2009_dur3x,2009,35.0,140.0,2,1.0,1.0,3,1.0,False,core,278,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat2x_gas35_co2_140_cy2009_dur3x.nc,pending
bat2x_gas35_co2_140_cy2009_dur4x,2009,35.0,140.0,2,1.0,1.0,4,1.0,False,core,279,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat2x_gas35_co2_140_cy2009_dur4x.nc,pending
bat4x_gas35_co2_140_cy2009_dur1x,2009,35.0,140.0,4,1.0,1.0,1,1.0,False,core,280,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat4x_gas35_co2_140_cy2009_dur1x.nc,pending
bat4x_gas35_co2_140_cy2009_dur2x,2009,35.0,140.0,4,1.0,1.0,2,1.0,False,core,281,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat4x_gas35_co2_140_cy2009_dur2x.nc,pending
bat4x_gas35_co2_140_cy2009_dur3x,2009,35.0,140.0,4,1.0,1.0,3,1.0,False,core,282,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat4x_gas35_co2_140_cy2009_dur3x.nc,pending
bat4x_gas35_co2_140_cy2009_dur4x,2009,35.0,140.0,4,1.0,1.0,4,1.0,False,core,283,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat4x_gas35_co2_140_cy2009_dur4x.nc,pending
bat8x_gas35_co2_140_cy2009_dur1x,2009,35.0,140.0,8,1.0,1.0,1,1.0,False,core,284,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat8x_gas35_co2_140_cy2009_dur1x.nc,pending
bat8x_gas35_co2_140_cy2009_dur2x,2009,35.0,140.0,8,1.0,1.0,2,1.0,False,core,285,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat8x_gas35_co2_140_cy2009_dur2x.nc,pending
bat8x_gas35_co2_140_cy2009_dur3x,2009,35.0,140.0,8,1.0,1.0,3,1.0,False,core,286,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat8x_gas35_co2_140_cy2009_dur3x.nc,pending
bat8x_gas35_co2_140_cy2009_dur4x,2009,35.0,140.0,8,1.0,1.0,4,1.0,False,core,287,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat8x_gas35_co2_140_cy2009_dur4x.nc,pending
bat1x_gas18_co2_80_cy2012_dur1x,2012,18.0,80.0,1,1.0,1.0,1,1.0,False,core,288,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat1x_gas18_co2_80_cy2012_dur1x.nc,pending
bat1x_gas18_co2_80_cy2012_dur2x,2012,18.0,80.0,1,1.0,1.0,2,1.0,False,core,289,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat1x_gas18_co2_80_cy2012_dur2x.nc,pending
bat1x_gas18_co2_80_cy2012_dur3x,2012,18.0,80.0,1,1.0,1.0,3,1.0,False,core,290,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat1x_gas18_co2_80_cy2012_dur3x.nc,pending
bat1x_gas18_co2_80_cy2012_dur4x,2012,18.0,80.0,1,1.0,1.0,4,1.0,False,core,291,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat1x_gas18_co2_80_cy2012_dur4x.nc,pending
bat2x_gas18_co2_80_cy2012_dur1x,2012,18.0,80.0,2,1.0,1.0,1,1.0,False,core,292,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat2x_gas18_co2_80_cy2012_dur1x.nc,pending
bat2x_gas18_co2_80_cy2012_dur2x,2012,18.0,80.0,2,1.0,1.0,2,1.0,False,core,293,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat2x_gas18_co2_80_cy2012_dur2x.nc,pending
bat2x_gas18_co2_80_cy2012_dur3x,2012,18.0,80.0,2,1.0,1.0,3,1.0,False,core,294,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat2x_gas18_co2_80_cy2012_dur3x.nc,pending
bat2x_gas18_co2_80_cy2012_dur4x,2012,18.0,80.0,2,1.0,1.0,4,1.0,False,core,295,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat2x_gas18_co2_80_cy2012_dur4x.nc,pending
bat4x_gas18_co2_80_cy2012_dur1x,2012,18.0,80.0,4,1.0,1.0,1,1.0,False,core,296,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat4x_gas18_co2_80_cy2012_dur1x.nc,pending
bat4x_gas18_co2_80_cy2012_dur2x,2012,18.0,80.0,4,1.0,1.0,2,1.0,False,core,297,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat4x_gas18_co2_80_cy2012_dur2x.nc,pending
bat4x_gas18_co2_80_cy2012_dur3x,2012,18.0,80.0,4,1.0,1.0,3,1.0,False,core,298,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat4x_gas18_co2_80_cy2012_dur3x.nc,pending
bat4x_gas18_co2_80_cy2012_dur4x,2012,18.0,80.0,4,1.0,1.0,4,1.0,False,core,299,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat4x_gas18_co2_80_cy2012_dur4x.nc,pending
bat8x_gas18_co2_80_cy2012_dur1x,2012,18.0,80.0,8,1.0,1.0,1,1.0,False,core,300,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat8x_gas18_co2_80_cy2012_dur1x.nc,pending
bat8x_gas18_co2_80_cy2012_dur2x,2012,18.0,80.0,8,1.0,1.0,2,1.0,False,core,301,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat8x_gas18_co2_80_cy2012_dur2x.nc,pending
bat8x_gas18_co2_80_cy2012_dur3x,2012,18.0,80.0,8,1.0,1.0,3,1.0,False,core,302,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat8x_gas18_co2_80_cy2012_dur3x.nc,pending
bat8x_gas18_co2_80_cy2012_dur4x,2012,18.0,80.0,8,1.0,1.0,4,1.0,False,core,303,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat8x_gas18_co2_80_cy2012_dur4x.nc,pending
bat1x_gas18_co2_113.4_cy2012_dur1x,2012,18.0,113.4,1,1.0,1.0,1,1.0,False,core,304,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat1x_gas18_co2_113.4_cy2012_dur1x.nc,pending
bat1x_gas18_co2_113.4_cy2012_dur2x,2012,18.0,113.4,1,1.0,1.0,2,1.0,False,core,305,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat1x_gas18_co2_113.4_cy2012_dur2x.nc,pending
bat1x_gas18_co2_113.4_cy2012_dur3x,2012,18.0,113.4,1,1.0,1.0,3,1.0,False,core,306,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat1x_gas18_co2_113.4_cy2012_dur3x.nc,pending
bat1x_gas18_co2_113.4_cy2012_dur4x,2012,18.0,113.4,1,1.0,1.0,4,1.0,False,core,307,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat1x_gas18_co2_113.4_cy2012_dur4x.nc,pending
bat2x_gas18_co2_113.4_cy2012_dur1x,2012,18.0,113.4,2,1.0,1.0,1,1.0,False,core,308,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat2x_gas18_co2_113.4_cy2012_dur1x.nc,pending
bat2x_gas18_co2_113.4_cy2012_dur2x,2012,18.0,113.4,2,1.0,1.0,2,1.0,False,core,309,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat2x_gas18_co2_113.4_cy2012_dur2x.nc,pending
bat2x_gas18_co2_113.4_cy2012_dur3x,2012,18.0,113.4,2,1.0,1.0,3,1.0,False,core,310,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat2x_gas18_co2_113.4_cy2012_dur3x.nc,pending
bat2x_gas18_co2_113.4_cy2012_dur4x,2012,18.0,113.4,2,1.0,1.0,4,1.0,False,core,311,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat2x_gas18_co2_113.4_cy2012_dur4x.nc,pending
bat4x_gas18_co2_113.4_cy2012_dur1x,2012,18.0,113.4,4,1.0,1.0,1,1.0,False,core,312,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat4x_gas18_co2_113.4_cy2012_dur1x.nc,pending
bat4x_gas18_co2_113.4_cy2012_dur2x,2012,18.0,113.4,4,1.0,1.0,2,1.0,False,core,313,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat4x_gas18_co2_113.4_cy2012_dur2x.nc,pending
bat4x_gas18_co2_113.4_cy2012_dur3x,2012,18.0,113.4,4,1.0,1.0,3,1.0,False,core,314,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat4x_gas18_co2_113.4_cy2012_dur3x.nc,pending
bat4x_gas18_co2_113.4_cy2012_dur4x,2012,18.0,113.4,4,1.0,1.0,4,1.0,False,core,315,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat4x_gas18_co2_113.4_cy2012_dur4x.nc,pending
bat8x_gas18_co2_113.4_cy2012_dur1x,2012,18.0,113.4,8,1.0,1.0,1,1.0,False,core,316,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat8x_gas18_co2_113.4_cy2012_dur1x.nc,pending
bat8x_gas18_co2_113.4_cy2012_dur2x,2012,18.0,113.4,8,1.0,1.0,2,1.0,False,core,317,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat8x_gas18_co2_113.4_cy2012_dur2x.nc,pending
bat8x_gas18_co2_113.4_cy2012_dur3x,2012,18.0,113.4,8,1.0,1.0,3,1.0,False,core,318,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat8x_gas18_co2_113.4_cy2012_dur3x.nc,pending
bat8x_gas18_co2_113.4_cy2012_dur4x,2012,18.0,113.4,8,1.0,1.0,4,1.0,False,core,319,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat8x_gas18_co2_113.4_cy2012_dur4x.nc,pending
bat1x_gas18_co2_140_cy2012_dur1x,2012,18.0,140.0,1,1.0,1.0,1,1.0,False,core,320,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat1x_gas18_co2_140_cy2012_dur1x.nc,pending
bat1x_gas18_co2_140_cy2012_dur2x,2012,18.0,140.0,1,1.0,1.0,2,1.0,False,core,321,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat1x_gas18_co2_140_cy2012_dur2x.nc,pending
bat1x_gas18_co2_140_cy2012_dur3x,2012,18.0,140.0,1,1.0,1.0,3,1.0,False,core,322,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat1x_gas18_co2_140_cy2012_dur3x.nc,pending
bat1x_gas18_co2_140_cy2012_dur4x,2012,18.0,140.0,1,1.0,1.0,4,1.0,False,core,323,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat1x_gas18_co2_140_cy2012_dur4x.nc,pending
bat2x_gas18_co2_140_cy2012_dur1x,2012,18.0,140.0,2,1.0,1.0,1,1.0,False,core,324,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat2x_gas18_co2_140_cy2012_dur1x.nc,pending
bat2x_gas18_co2_140_cy2012_dur2x,2012,18.0,140.0,2,1.0,1.0,2,1.0,False,core,325,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat2x_gas18_co2_140_cy2012_dur2x.nc,pending
bat2x_gas18_co2_140_cy2012_dur3x,2012,18.0,140.0,2,1.0,1.0,3,1.0,False,core,326,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat2x_gas18_co2_140_cy2012_dur3x.nc,pending
bat2x_gas18_co2_140_cy2012_dur4x,2012,18.0,140.0,2,1.0,1.0,4,1.0,False,core,327,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat2x_gas18_co2_140_cy2012_dur4x.nc,pending
bat4x_gas18_co2_140_cy2012_dur1x,2012,18.0,140.0,4,1.0,1.0,1,1.0,False,core,328,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat4x_gas18_co2_140_cy2012_dur1x.nc,pending
bat4x_gas18_co2_140_cy2012_dur2x,2012,18.0,140.0,4,1.0,1.0,2,1.0,False,core,329,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat4x_gas18_co2_140_cy2012_dur2x.nc,pending
bat4x_gas18_co2_140_cy2012_dur3x,2012,18.0,140.0,4,1.0,1.0,3,1.0,False,core,330,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat4x_gas18_co2_140_cy2012_dur3x.nc,pending
bat4x_gas18_co2_140_cy2012_dur4x,2012,18.0,140.0,4,1.0,1.0,4,1.0,False,core,331,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat4x_gas18_co2_140_cy2012_dur4x.nc,pending
bat8x_gas18_co2_140_cy2012_dur1x,2012,18.0,140.0,8,1.0,1.0,1,1.0,False,core,332,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat8x_gas18_co2_140_cy2012_dur1x.nc,pending
bat8x_gas18_co2_140_cy2012_dur2x,2012,18.0,140.0,8,1.0,1.0,2,1.0,False,core,333,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat8x_gas18_co2_140_cy2012_dur2x.nc,pending
bat8x_gas18_co2_140_cy2012_dur3x,2012,18.0,140.0,8,1.0,1.0,3,1.0,False,core,334,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat8x_gas18_co2_140_cy2012_dur3x.nc,pending
bat8x_gas18_co2_140_cy2012_dur4x,2012,18.0,140.0,8,1.0,1.0,4,1.0,False,core,335,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat8x_gas18_co2_140_cy2012_dur4x.nc,pending
bat1x_gas22.68_co2_80_cy2012_dur1x,2012,22.68,80.0,1,1.0,1.0,1,1.0,False,core,336,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat1x_gas22.68_co2_80_cy2012_dur1x.nc,pending
bat1x_gas22.68_co2_80_cy2012_dur2x,2012,22.68,80.0,1,1.0,1.0,2,1.0,False,core,337,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat1x_gas22.68_co2_80_cy2012_dur2x.nc,pending
bat1x_gas22.68_co2_80_cy2012_dur3x,2012,22.68,80.0,1,1.0,1.0,3,1.0,False,core,338,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat1x_gas22.68_co2_80_cy2012_dur3x.nc,pending
bat1x_gas22.68_co2_80_cy2012_dur4x,2012,22.68,80.0,1,1.0,1.0,4,1.0,False,core,339,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat1x_gas22.68_co2_80_cy2012_dur4x.nc,pending
bat2x_gas22.68_co2_80_cy2012_dur1x,2012,22.68,80.0,2,1.0,1.0,1,1.0,False,core,340,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat2x_gas22.68_co2_80_cy2012_dur1x.nc,pending
bat2x_gas22.68_co2_80_cy2012_dur2x,2012,22.68,80.0,2,1.0,1.0,2,1.0,False,core,341,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat2x_gas22.68_co2_80_cy2012_dur2x.nc,pending
bat2x_gas22.68_co2_80_cy2012_dur3x,2012,22.68,80.0,2,1.0,1.0,3,1.0,False,core,342,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat2x_gas22.68_co2_80_cy2012_dur3x.nc,pending
bat2x_gas22.68_co2_80_cy2012_dur4x,2012,22.68,80.0,2,1.0,1.0,4,1.0,False,core,343,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat2x_gas22.68_co2_80_cy2012_dur4x.nc,pending
bat4x_gas22.68_co2_80_cy2012_dur1x,2012,22.68,80.0,4,1.0,1.0,1,1.0,False,core,344,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat4x_gas22.68_co2_80_cy2012_dur1x.nc,pending
bat4x_gas22.68_co2_80_cy2012_dur2x,2012,22.68,80.0,4,1.0,1.0,2,1.0,False,core,345,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat4x_gas22.68_co2_80_cy2012_dur2x.nc,pending
bat4x_gas22.68_co2_80_cy2012_dur3x,2012,22.68,80.0,4,1.0,1.0,3,1.0,False,core,346,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat4x_gas22.68_co2_80_cy2012_dur3x.nc,pending
bat4x_gas22.68_co2_80_cy2012_dur4x,2012,22.68,80.0,4,1.0,1.0,4,1.0,False,core,347,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat4x_gas22.68_co2_80_cy2012_dur4x.nc,pending
bat8x_gas22.68_co2_80_cy2012_dur1x,2012,22.68,80.0,8,1.0,1.0,1,1.0,False,core,348,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat8x_gas22.68_co2_80_cy2012_dur1x.nc,pending
bat8x_gas22.68_co2_80_cy2012_dur2x,2012,22.68,80.0,8,1.0,1.0,2,1.0,False,core,349,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat8x_gas22.68_co2_80_cy2012_dur2x.nc,pending
bat8x_gas22.68_co2_80_cy2012_dur3x,2012,22.68,80.0,8,1.0,1.0,3,1.0,False,core,350,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat8x_gas22.68_co2_80_cy2012_dur3x.nc,pending
bat8x_gas22.68_co2_80_cy2012_dur4x,2012,22.68,80.0,8,1.0,1.0,4,1.0,False,core,351,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat8x_gas22.68_co2_80_cy2012_dur4x.nc,pending
bat1x_gas22.68_co2_113.4_cy2012_dur1x,2012,22.68,113.4,1,1.0,1.0,1,1.0,False,core,352,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat1x_gas22.68_co2_113.4_cy2012_dur1x.nc,pending
bat1x_gas22.68_co2_113.4_cy2012_dur2x,2012,22.68,113.4,1,1.0,1.0,2,1.0,False,core,353,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat1x_gas22.68_co2_113.4_cy2012_dur2x.nc,pending
bat1x_gas22.68_co2_113.4_cy2012_dur3x,2012,22.68,113.4,1,1.0,1.0,3,1.0,False,core,354,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat1x_gas22.68_co2_113.4_cy2012_dur3x.nc,pending
bat1x_gas22.68_co2_113.4_cy2012_dur4x,2012,22.68,113.4,1,1.0,1.0,4,1.0,False,core,355,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat1x_gas22.68_co2_113.4_cy2012_dur4x.nc,pending
bat2x_gas22.68_co2_113.4_cy2012_dur1x,2012,22.68,113.4,2,1.0,1.0,1,1.0,False,core,356,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat2x_gas22.68_co2_113.4_cy2012_dur1x.nc,pending
bat2x_gas22.68_co2_113.4_cy2012_dur2x,2012,22.68,113.4,2,1.0,1.0,2,1.0,False,core,357,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat2x_gas22.68_co2_113.4_cy2012_dur2x.nc,pending
bat2x_gas22.68_co2_113.4_cy2012_dur3x,2012,22.68,113.4,2,1.0,1.0,3,1.0,False,core,358,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat2x_gas22.68_co2_113.4_cy2012_dur3x.nc,pending
bat2x_gas22.68_co2_113.4_cy2012_dur4x,2012,22.68,113.4,2,1.0,1.0,4,1.0,False,core,359,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat2x_gas22.68_co2_113.4_cy2012_dur4x.nc,pending
bat4x_gas22.68_co2_113.4_cy2012_dur1x,2012,22.68,113.4,4,1.0,1.0,1,1.0,False,core,360,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat4x_gas22.68_co2_113.4_cy2012_dur1x.nc,pending
bat4x_gas22.68_co2_113.4_cy2012_dur2x,2012,22.68,113.4,4,1.0,1.0,2,1.0,False,core,361,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat4x_gas22.68_co2_113.4_cy2012_dur2x.nc,pending
bat4x_gas22.68_co2_113.4_cy2012_dur3x,2012,22.68,113.4,4,1.0,1.0,3,1.0,False,core,362,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat4x_gas22.68_co2_113.4_cy2012_dur3x.nc,pending
bat4x_gas22.68_co2_113.4_cy2012_dur4x,2012,22.68,113.4,4,1.0,1.0,4,1.0,False,core,363,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat4x_gas22.68_co2_113.4_cy2012_dur4x.nc,pending
bat8x_gas22.68_co2_113.4_cy2012_dur1x,2012,22.68,113.4,8,1.0,1.0,1,1.0,False,core,364,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat8x_gas22.68_co2_113.4_cy2012_dur1x.nc,pending
bat8x_gas22.68_co2_113.4_cy2012_dur2x,2012,22.68,113.4,8,1.0,1.0,2,1.0,False,core,365,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat8x_gas22.68_co2_113.4_cy2012_dur2x.nc,pending
bat8x_gas22.68_co2_113.4_cy2012_dur3x,2012,22.68,113.4,8,1.0,1.0,3,1.0,False,core,366,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat8x_gas22.68_co2_113.4_cy2012_dur3x.nc,pending
bat8x_gas22.68_co2_113.4_cy2012_dur4x,2012,22.68,113.4,8,1.0,1.0,4,1.0,False,core,367,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat8x_gas22.68_co2_113.4_cy2012_dur4x.nc,pending
bat1x_gas22.68_co2_140_cy2012_dur1x,2012,22.68,140.0,1,1.0,1.0,1,1.0,False,core,368,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat1x_gas22.68_co2_140_cy2012_dur1x.nc,pending
bat1x_gas22.68_co2_140_cy2012_dur2x,2012,22.68,140.0,1,1.0,1.0,2,1.0,False,core,369,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat1x_gas22.68_co2_140_cy2012_dur2x.nc,pending
bat1x_gas22.68_co2_140_cy2012_dur3x,2012,22.68,140.0,1,1.0,1.0,3,1.0,False,core,370,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat1x_gas22.68_co2_140_cy2012_dur3x.nc,pending
bat1x_gas22.68_co2_140_cy2012_dur4x,2012,22.68,140.0,1,1.0,1.0,4,1.0,False,core,371,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat1x_gas22.68_co2_140_cy2012_dur4x.nc,pending
bat2x_gas22.68_co2_140_cy2012_dur1x,2012,22.68,140.0,2,1.0,1.0,1,1.0,False,core,372,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat2x_gas22.68_co2_140_cy2012_dur1x.nc,pending
bat2x_gas22.68_co2_140_cy2012_dur2x,2012,22.68,140.0,2,1.0,1.0,2,1.0,False,core,373,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat2x_gas22.68_co2_140_cy2012_dur2x.nc,pending
bat2x_gas22.68_co2_140_cy2012_dur3x,2012,22.68,140.0,2,1.0,1.0,3,1.0,False,core,374,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat2x_gas22.68_co2_140_cy2012_dur3x.nc,pending
bat2x_gas22.68_co2_140_cy2012_dur4x,2012,22.68,140.0,2,1.0,1.0,4,1.0,False,core,375,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat2x_gas22.68_co2_140_cy2012_dur4x.nc,pending
bat4x_gas22.68_co2_140_cy2012_dur1x,2012,22.68,140.0,4,1.0,1.0,1,1.0,False,core,376,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat4x_gas22.68_co2_140_cy2012_dur1x.nc,pending
bat4x_gas22.68_co2_140_cy2012_dur2x,2012,22.68,140.0,4,1.0,1.0,2,1.0,False,core,377,/Users/radovanhodor/Documents/TUKE/Final diplomova praca/scenarios/networks_core/bat4x_gas22.68_co2_140_cy2012_dur2x.nc,pending
